s.no,crc_no,dise_code,school_name,mgmt,school_level,c1_b,c1_g,c2_b,c2_g,c3_b,c3_g,c4_b,c4_g,c5_b,c5_g,c6_b,c6_g,c7_b,c7_g,c8_b,c8_g,c9_b,c9_g,c10_b,c10_g,c11_b,c11_g,c12_b,c12_g,tch_m,tch_f,tch_t,tchpri,tchupr,tchregu,tchcont,tchpart,std,phone_1,mobile_1,phone_2,mobile_2,email,website
716,C.R.C. NO. 6,24091502053,VISION SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,56,37,35,28,23,24,32,16,31,16,16,13,18,10,12,5,0,0,0,0,0,0,0,0,4,7,11,7,4,2,9,0,,,9687209999,,9687209999,,
717,C.R.C. NO. 20,24091502054,ADARSH NIVASHI SHALA(VIKASTI JATI),Tribal/Social Welfare Dept.                                                ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,0,12,0,13,0,0,2,2,0,0,2,0,0,281,2377121,9426526716,,9426526716,adarshnivashiobc@gmail.com,
718,C.R.C. NO. 20,24091502055,SHREE SARDAR PATEL VIDHYALAY(UPP.PRI.),Pvt. Unaided                                                               ,Upper Primary only                                                         ,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0,56,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,,,9924751344,,9925134578,,
719,C.R.C. NO. 20,24091502056,SHREE SARVODAY SCIENCE SCHOOL(HIG.SEC.),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,89,0,5,1,6,0,0,6,0,0,,,9924751344,,9925134578,,
720,C.R.C. NO. 20,24091502057,SHREE SARVODAY VIDHYALAY(HIG. SEC.),Pvt. Unaided                                                               ,Up. Pr. Secondary and Higher Sec                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,1,5,0,1,5,0,0,,,9426784731,,9925134578,,
721,C.R.C. NO. 20,24091502058,SHREE KANYA VIDHYALAY (SEC.),Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,56,0,91,0,0,2,2,4,0,0,4,0,0,,,9924751344,,9925134578,kerajkot10@gmail.com,
722,C.R.C. NO. 20,24091502059,SHRI VIPUL VIDHYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,23,17,36,24,16,13,18,16,10,9,10,12,6,1,6,2,0,0,0,0,0,0,0,0,3,8,11,5,6,11,0,0,,,8530445148,,,cmuchhadiyal23@gmail.com,
723,C.R.C. NO. 21,24091502060,SARVODAYA SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,14,14,17,14,9,22,10,23,10,38,12,14,26,29,8,0,0,0,0,0,0,0,0,4,10,14,8,6,14,0,0,,,9925099399,,,sarvodaya.school.530@gmail.com,www.sarvodayaschool.com
724,C.R.C. NO. 22,24091502101,SCHOOL NO.82,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,21,0,22,0,25,0,30,0,29,0,37,0,36,0,42,0,0,0,0,0,0,0,0,0,5,5,10,5,5,10,0,0,,,8155051206,,9687043239,rajkotmsbht82@gmail.com,
725,C.R.C. NO. 22,24091502102,SCHOOL NO.83,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,0,34,0,37,0,36,0,48,0,51,0,41,0,32,0,42,0,0,0,0,0,0,0,0,3,7,10,7,3,10,0,0,,,8155050171,,9727635121,rajkotmsbht83@gmail.com,
726,C.R.C. NO. 21,24091502103,SCHOOL NO.84,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,24,22,11,15,14,20,13,12,16,21,16,11,19,22,18,29,0,0,0,0,0,0,0,0,3,7,10,5,5,10,0,0,0,0,9428699444,,9924072771,vegdavinodrai61@gmail.com,
727,C.R.C. NO. 21,24091502104,SCHOOL NO.85,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,31,0,34,0,22,0,30,0,30,0,32,0,25,0,25,0,0,0,0,0,0,0,0,0,3,5,8,4,4,8,0,0,281,2561995,9428258491,,9427410122,rajkotmsbht85@gmail.com,
728,C.R.C. NO. 21,24091502105,SCHOOL NO.86,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,0,45,0,47,0,39,0,34,0,40,0,34,0,51,0,34,0,0,0,0,0,0,0,0,2,7,9,5,4,9,0,0,,,9228770180,0,,pushpatilavat@gmail.com,
729,C.R.C. NO. 21,24091502106,SCHOOL NO.87,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,31,31,23,25,20,21,28,27,32,21,27,31,30,33,36,36,0,0,0,0,0,0,0,0,8,6,14,7,7,14,0,0,,,9824275767,,8128209750,,
730,C.R.C. NO. 13,24091502107,SCHOOL NO.88,Municipal School Board(MSB)                                                ,Primary                                                                    ,7,13,7,9,25,12,12,11,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,0,5,0,0,,,9429314097,,9879983508,,
731,C.R.C. NO. 5,24091502112,SHREE GAJANAND VIDHYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,19,15,12,13,14,15,20,16,14,9,12,9,15,9,14,2,0,0,0,0,0,0,0,0,5,4,9,4,3,9,0,0,,,9824828258,,,gajanandvidyalay@gmail.com,
732,C.R.C. NO. 21,24091502114,MIRA VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,9228899231,,9724796299,,
733,C.R.C. NO. 21,24091502116,CHIRAG VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,7,16,15,18,6,13,11,8,3,13,6,10,6,11,5,0,0,0,0,0,0,0,0,1,7,8,5,3,8,0,0,0,0,8469036638,0,8469036632,chiragvidyalay134@gmail.com,
734,C.R.C. NO. 21,24091502119,UPVAN VIDHYAMANDIR,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,6,6,6,1,10,5,6,6,8,6,9,5,12,9,15,4,39,31,45,21,26,22,12,10,2,10,12,4,3,12,0,0,,,9824215169,,9426973394,upavanschool@gmail.com,
735,C.R.C. NO. 21,24091502120,GAURAV PRI.SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,1,1,5,4,5,4,2,2,6,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,1,3,4,3,1,4,0,0,,,9925514635,,,,
736,C.R.C. NO. 21,24091502121,GYANSARITA PRI.SCHOOL,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,7,7,6,6,9,4,12,7,11,6,10,8,7,9,5,2,30,7,30,14,0,0,0,0,4,6,10,6,1,10,0,0,,,,,9904088197,gyansaritaschool@gmail.com,
737,C.R.C. NO. 21,24091502123,SAGAR PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,7,3,15,8,9,6,10,9,9,12,2,8,3,9,8,8,0,0,0,0,0,0,0,0,2,6,8,5,3,2,6,0,,,9824202900,,9327810111,,
738,C.R.C. NO. 21,24091502124,KRUSNA VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,3,2,2,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,3,5,8,4,4,8,0,0,281,2312924,9824538102,,,digudigu887@gmail.com,
739,C.R.C. NO. 21,24091502126,ANKUR VIDHYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,57,39,35,27,45,44,36,25,42,35,25,32,37,22,23,21,19,24,28,21,11,11,6,11,4,8,12,4,3,12,0,0,281,2312804,9825090708,,7405117985,ankurvidhyalaya1989@gmail.com,
740,C.R.C. NO. 21,24091502127,GEETA VIDHYALAY,Govt. Aided (Pvt.)                                                         ,Primary with Upper Primary                                                 ,6,6,6,9,10,7,7,15,7,10,19,11,13,16,14,13,0,0,0,0,0,0,0,0,2,4,6,3,3,6,0,0,,,9428286277,,,shreegeetavidya@gmail.com,
741,C.R.C. NO. 21,24091502128,GANAN JAYOT VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,8,8,15,8,9,12,13,9,10,11,9,8,6,9,7,0,0,0,0,0,0,0,0,3,2,5,2,3,5,0,0,,,9925466387,,9687566867,gyanjyot.rjt09@gmail.com,
742,C.R.C. NO. 21,24091502129,TAKSHASHILA VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,19,11,13,9,12,8,11,9,10,10,10,12,7,9,9,3,0,0,0,0,0,0,0,0,4,5,9,6,3,9,0,0,,,9824819031,,,,
743,C.R.C. NO. 21,24091502130,RANCHHOD VIDHYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,1,0,3,1,2,2,1,1,2,1,4,2,7,1,1,0,7,3,14,3,22,4,5,5,3,7,10,4,3,10,0,0,281,6450741,9723040741,6050741,9879840741,ranchhodschool@gmail.com,
744,C.R.C. NO. 21,24091502131,PARTH VIDHYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,60,41,60,44,36,42,60,29,54,40,53,46,65,39,52,28,49,41,40,34,37,21,28,33,8,19,27,10,7,27,0,0,281,2370793,9824827335,,8866714081,parthvidhyalay@gmail.com,
745,C.R.C. NO. 21,24091502132,KAVERI VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,2,0,3,0,5,2,2,4,0,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,2,4,0,,,9426483628,,9574833455,jayant.kumar@gmail.com,
746,C.R.C. NO. 21,24091502134,TAPOVAN SCHOOL,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,287,243,283,208,270,188,241,168,222,160,199,129,149,100,166,126,137,103,126,84,156,106,156,97,27,51,78,8,68,11,66,1,281,2924295,9601603518,2311725,9601603518,,
747,C.R.C. NO. 21,24091502135,MADHUVAN SHAIKSHANIK SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,17,28,32,35,22,28,23,25,21,24,26,25,22,29,25,0,0,0,0,0,0,0,0,5,9,14,9,5,14,0,0,281,6593012,9724431164,,9725318010,madhuvanssmadhuramss@gmail.com,
748,C.R.C. NO. 21,24091502136,SHREE VASUDEV VIDYALAY,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,13,12,17,14,11,17,11,16,9,15,10,8,11,12,16,17,13,10,11,9,12,8,13,8,4,9,13,3,3,13,0,0,281,2311031,9824371831,,9825734729,anilbhatt218@gmail.com,
749,C.R.C. NO. 21,24091502138,SHREE VISHWAKARMA VIDYALAYA,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,4,8,5,5,4,1,3,1,3,2,1,3,2,2,1,0,0,0,0,0,0,0,0,3,3,6,3,3,2,4,0,281,,9979467803,,9737272340,shree.vkv@gmail.com,
750,C.R.C. NO. 21,24091502139,SAHJANAND HIGH SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,40,11,0,0,0,0,2,1,3,0,0,3,0,0,281,,9879535208,,9879535208,,
751,C.R.C. NO. 21,24091502140,AVADH VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,8,6,2,8,7,2,0,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,3,3,6,0,0,,,9723541974,,8734990933,avdhvidyalay2005@gmail.com,
752,C.R.C. NO. 21,24091502141,VIDYANIKUNJ SECONDARY SCHOOL,Govt. Aided (Pvt.)                                                         ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,281,2311216,9624594768,,9428253482,vidyanikunj64@gmail.com,
753,C.R.C. NO. 21,24091502142, PALAV PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,33,34,21,17,22,19,18,16,21,14,14,12,17,7,15,8,0,0,0,0,0,0,0,0,0,5,5,4,1,2,3,0,281,0,8758004216,,8758004226,palav.school@gmail.com,www.palavschool.com
754,C.R.C. NO. 21,24091502143,THE LOTUS ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary                                                                    ,2,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,1,2,0,281,0,8758004216,,,palav.school@gmail.com,www.palavscool.com
755,C.R.C. NO. 21,24091502144,SHREE SANSKRUTI VIDYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,9,17,7,8,9,12,11,8,6,6,10,8,9,3,5,0,0,0,0,0,0,0,0,2,7,9,5,4,9,0,0,,,9824538102,,,sanskrutividhyamandir@gmail.com,
756,C.R.C. NO. 21,24091502145,BRILLIANT PRIMARY SCHOOL-RAJKOT,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,37,24,44,23,41,32,43,35,45,21,41,28,30,22,29,32,0,0,0,0,0,0,0,0,2,15,17,16,1,2,15,0,281,2370870,,,,brilliantschool456@gmail.com,
757,C.R.C. NO. 21,24091502146,SHRINATHJI VIDHYALAYA-RAJKOT,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,17,16,22,14,23,13,22,16,23,11,25,10,17,9,28,0,0,0,0,0,0,0,0,0,1,7,8,7,1,2,6,0,281,2370870,9429485655,,9429485655,brilliantschool456@gmail.com,
758,C.R.C. NO. 13,24091502147,SHRI MURLIDHAR VIDHYAMANDIR (MAVDI),Local body                                                                 ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,26,18,0,0,0,0,1,2,3,0,0,3,0,0,281,2367455,9825478443,,9825478443,mvmrmcrajkot@gmail.com,
759,C.R.C. NO. 21,24091502148,BRILLIANT HIGHSCHOOL- RAJKOT,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,37,28,14,12,24,13,4,12,16,0,0,2,14,0,281,2370870,,,9429485655,brilliantschool456@gmail.com,
760,C.R.C. NO. 21,24091502149,SHREE GITA SCIENCE SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,60,14,4,2,6,0,0,6,0,0,,,9427163458,,9427163458,svvp.edu@gmail.com,
761,C.R.C. NO. 21,24091502150,THE LOTUS SCHOOL (SECONDARY),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,14,6,0,0,0,0,0,3,3,0,0,1,2,0,281,0,9978385211,,9016035319,lotus.school@gmail.com,
762,C.R.C. NO. 21,24091502151,VISION PRIMARY SCHOOL (GUJ. MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,10,7,6,4,6,6,5,5,9,4,8,4,8,5,15,4,0,0,0,0,0,0,0,0,1,7,8,4,4,7,1,0,281,2930720,9426242654,,9727437940,mgbheshaniya@gmail.com,
763,C.R.C. NO. 21,24091502152,VISION PRIMARY SCHOOL (ENG. MED.),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,281,2930720,9426242654,,9427437940,mgbheshaniya@gmail.com,
764,C.R.C. NO. 21,24091502153,VISION MADHYAMIK SHALA,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,11,5,0,0,0,0,1,2,3,0,0,2,1,0,281,2930720,9426242654,,9427437940,mgbheshaniya@gmail.com,
765,C.R.C. NO. 21,24091502154,VISION UCC. MADHYAMIK SHALA,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,29,1,4,1,5,0,0,1,4,0,281,2930720,9426242654,,9427437940,mgbheshaniya@gmail.com,
766,C.R.C. NO. 21,24091502155,TAPAN PRIMARY SCHOOL (ENG.MED),Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,6,11,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2,4,0,0,281,6993333,9879357522,,9978749501,tapanschool@gmail.com,www.tapanschool.org
767,C.R.C. NO. 21,24091502156,TAPAN PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,31,14,16,23,18,9,11,14,16,13,16,15,14,12,6,18,0,0,0,0,0,0,0,0,0,8,8,5,3,6,0,2,281,6993333,9879357522,,9978749501,tapanschool@gmail.com,www.tapanschool.org
768,C.R.C. NO. 21,24091502157,SHREE SHIVAM VIDYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,2,4,6,3,7,3,8,6,6,4,7,3,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,5,0,0,0,,9824835048,,,dineshpatel9824@gmail.com,
769,C.R.C. NO. 21,24091502158,VIDYANIKUNJ HIGHER SEC. SCHOOL,Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,281,2311215,8469036632,2311216,8469036638,chiragvidhyalay@gmail.com,
770,C.R.C. NO. 14,24091502159,PATANJALI SCHOOL(HIGH SCHOOL),Pvt. Unaided                                                               ,Secondary Only                                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,30,9,0,0,0,0,1,2,3,0,0,1,2,0,281,2360267,9427223254,,9427223254,patanjalischools@yahoo.com,
771,C.R.C. NO. 14,24091502160,PATANJALI SCHOOL (HIGHER SEC. SCIENCE),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,2,0,0,1,1,0,281,2360267,9427223254,,9427223254,pantanjalischools@yahoo.com,
772,C.R.C. NO. 14,24091502161,PATANJALI SCHOOL (HIGHER SEC. GENERAL),Pvt. Unaided                                                               ,Higher Secondary only/Jr. College                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,14,7,1,1,2,0,0,1,1,0,281,2360267,9427223254,,9427223254,patanjalischools@yahoo.com,
773,C.R.C. NO. 14,24091502162,PATANJALI SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,42,26,34,8,24,9,23,6,32,0,27,8,18,7,24,0,0,0,0,0,0,0,0,0,8,8,4,4,2,6,0,281,2360267,9427223254,,,patanjalischools@gmail.com,
774,C.R.C. NO. 21,24091502163,SUNRISE VIDHYALAYA,Pvt. Unaided                                                               ,Pr. Up Pr. and Secondary Only                                              ,6,3,11,10,5,8,8,6,8,3,5,4,6,8,2,0,4,8,5,6,0,0,0,0,0,10,10,6,3,3,7,0,,,9824537005,,9998036169,sunriseschool50@gmail.com,
775,C.R.C. NO. 21,24091502164,SHREE SARDAR BOOLAKA BHAVAN PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary                                                                    ,0,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,0,5,0,0,,,9998251356,,8980024586,rvyas75@gmail.com,
776,C.R.C. NO. 14,24091502165,ARYA VIDYAPITH ,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,21,13,15,10,18,12,23,11,8,10,20,14,17,3,11,6,0,0,0,0,0,0,0,0,6,14,20,11,9,5,15,0,281,2360086,9737720003,,,,
777,C.R.C. NO. 21,24091502166,SHRI PRABHU DARSHAN VIDHYA SANKUL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,8469829985,,,pdvs_wecare@yahoo.com,
778,C.R.C. NO. 21,24091502167,DARSHAN ENGLISH MEDIUM SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,2,2,3,0,281,6451205,9377050100,,9376250100,rakesh_sorathiya21yahoo.com,
779,C.R.C. NO. 21,24091502168,CHANAKYA SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,22,20,14,13,13,5,16,9,17,14,24,11,20,10,18,6,0,0,0,0,0,0,0,0,0,9,9,5,4,7,2,0,,,9879664426,,7878664426,ravidadhaniya1411@gmail.com,
780,C.R.C. NO. 21,24091502169,TAPAN SEC. & HIG.SEC. SCHOOL,Pvt. Unaided                                                               ,Secondary with Higher Secondary                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,7,4,10,7,5,2,4,4,8,0,0,8,0,0,281,6993333,9879357522,,9879357522,tapanschool@gmail.com,www.tapanschool.org
781,C.R.C. NO. 21,24091502170,SUNRISE ENGLISH SCHOOL,Pvt. Unaided                                                               ,Primary                                                                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,,,9824537005,,,sunriseschool50@gmail.com,
782,C.R.C. NO. 21,24091502171,SHREE MARUTI SR. SEC (SCI.)SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,4,3,2,5,0,281,2311199,9974932224,2311199,9974932224,maruti.schoolrajkot@gmail.com,
783,C.R.C. NO. 21,24091502172,SHREE GAYATRI PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,8,9,10,11,7,5,10,11,5,6,10,10,10,9,0,0,0,0,0,0,0,0,0,0,2,4,6,5,1,6,0,0,,,8488937121,,,,
784,C.R.C. NO. 21,24091502173,SHREE UDGAM PRIMARY SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,14,11,11,4,3,7,10,8,6,6,7,11,4,2,3,0,0,0,0,0,0,0,0,1,9,10,6,4,10,0,0,281,6888777,8000555550,,,udgamschool9@gmail.com,
785,C.R.C. NO. 13,24091502201,SCHOOL NO.93,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,55,52,55,46,35,45,36,38,37,24,41,43,67,53,48,49,0,0,0,0,0,0,0,0,5,16,21,11,10,21,0,0,,,8155050102,,8155951110,rajkotmsbht93@gmail.com,
786,C.R.C. NO. 12,24091502202,SCHOOL NO.94,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,21,15,21,17,28,14,25,26,21,18,23,17,20,11,16,8,0,0,0,0,0,0,0,0,0,8,8,4,4,8,0,0,281,246054,9879049590,,9426734610,,
787,C.R.C. NO. 13,24091502203,SCHOOL NO.95,Municipal School Board(MSB)                                                ,Primary with Upper Primary                                                 ,32,37,15,23,14,36,21,25,19,20,33,41,25,19,21,31,0,0,0,0,0,0,0,0,0,11,11,7,4,11,0,0,0,0,9714617600,,9824241347,rajkotmsbht95@gmail.com,
788,C.R.C. NO. 22,24091502204,NANDKISHOR VIDHYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,10,11,3,3,4,2,6,0,5,4,1,0,4,0,2,2,0,0,0,0,0,0,0,0,0,7,7,4,3,7,0,0,281,2323380,9824847796,,9824847796,,
789,C.R.C. NO. 22,24091502206,SHNTINIKETAN VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,5,4,4,6,5,3,3,5,7,3,9,5,8,0,5,0,0,0,0,0,0,0,0,0,1,7,8,4,4,8,0,0,281,2323380,9714834344,,9714834344,,
790,C.R.C. NO. 22,24091502209,RAMKRISHNA VIDHYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,23,21,4,1,2,1,1,0,2,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,,,9998037103,,9824228713,,
791,C.R.C. NO. 22,24091502211,GELMA PRATHMIK SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,4,2,2,0,1,3,5,0,6,0,6,1,10,5,8,4,0,0,0,0,0,0,0,0,2,4,6,3,3,6,0,0,,,9537253721,,9537254282,,
792,C.R.C. NO. 22,24091502212,JIVAN JYOT VIDHAYAMANDIR,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,14,18,31,11,13,14,20,15,16,22,21,15,22,18,18,15,0,0,0,0,0,0,0,0,1,9,10,7,3,2,8,0,281,6450001,9825069499,,9825069499,jivanjyotschool64@gmail.com,
793,C.R.C. NO. 22,24091502213,MANHAR VIJAY PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,16,14,9,7,12,3,7,6,11,6,12,7,12,14,17,6,0,0,0,0,0,0,0,0,1,5,6,3,3,2,4,0,281,2323223,9825182546,,9825182546,,
794,C.R.C. NO. 22,24091502214,YOGI VIDHYALAY PRI. SCHOOL,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,8,5,8,9,5,12,0,11,4,14,4,8,15,4,13,0,0,0,0,0,0,0,0,0,8,8,4,4,2,6,0,,,9898263344,,9898263344,,
795,C.R.C. NO. 22,24091502215,NALANDA VIDHAYAMANDIR,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,26,20,27,15,23,14,15,27,25,24,23,30,30,17,30,23,27,18,31,15,19,21,18,12,4,8,12,3,3,4,8,0,281,2323233,9978993930,,9978993930,nalanda_school@yahoo.co.in,
796,C.R.C. NO. 23,24091502216,PALAV VIDHYADHAM,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,36,18,31,25,29,27,38,24,39,22,37,20,25,29,34,25,0,0,0,0,0,0,0,0,1,5,6,3,3,4,2,0,281,2321414,9925360218,,9925360218,palav.school@gmail.com,
797,C.R.C. NO. 22,24091502217,OMKAR VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,9,18,15,9,11,11,14,18,16,6,21,14,10,11,5,7,0,0,0,0,0,0,0,0,1,4,5,2,3,2,3,0,281,6450419,9712930086,,9712930086,,
798,C.R.C. NO. 17,24091502218,SHEYAS VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,45,41,51,32,47,35,37,24,31,28,31,26,33,23,40,16,0,0,0,0,0,0,0,0,2,10,12,7,5,12,0,0,281,2321919,9228300920,,,,
799,C.R.C. NO. 23,24091502219,NAVCHETAN VIDHY MANDIR,Pvt. Unaided                                                               ,Pr. with Up.Pr. sec. and H.Sec.                                            ,29,17,18,14,19,11,18,18,21,17,13,10,11,18,18,11,16,9,12,12,9,6,6,17,3,10,13,4,4,13,0,0,,,9228005535,,9377312536,www.navchetanschool.com,school.navchetan@gmail.com
800,C.R.C. NO. 22,24091502220,SAMARPAN VIDHAYALAY,Pvt. Unaided                                                               ,Primary with Upper Primary                                                 ,3,2,2,0,4,3,6,5,3,0,3,1,3,0,4,2,0,0,0,0,0,0,0,0,1,2,3,1,2,3,0,0,,,9712514867,,9712514867,samarpan_sch1@yahoo.in,
